point_id,coef,se,p_value,n_treat,n_control,bw_left,bw_right,slope_coef,elevation_coef,pc_black_coef
1,-0.3472512255626025,0.14974536806333702,0.02039803573168612,66,106,170.3227777945502,170.3227777945502,0.06488193903279868,-0.03833831606292466,-0.004677017299333356
2,-0.26955986881366356,0.06769046649511681,6.826800227291916e-5,38,76,122.9684439960713,122.9684439960713,-0.10619866478287147,-0.0022591762991377544,-3.3425574258176766e-4
3,-0.14238899085250342,0.07477406313785981,0.056876795092921546,17,22,37.12291175065378,37.12291175065378,-0.1340445038688021,0.004177759427457205,-0.0014432831433006817
4,0.20398403181591912,0.2547617993177061,0.4233138454547246,39,55,114.5092850202355,114.5092850202355,-0.15929926302238276,0.005733999688496593,-0.005005300317490105
5,0.07829027492435872,0.30949162541924774,0.8002959440621524,43,30,106.04519066314417,106.04519066314417,-0.2207978182285368,0.008867312475598315,0.0031218611629847248
6,0.35218083037695586,0.6313791838536328,0.5769836434436182,25,14,37.84947042546132,37.84947042546132,-0.4081171182595918,-0.008333465629453519,0.013458720840418107
7,-0.5105737870721302,0.14361738044312922,3.778389820435122e-4,33,22,62.65122817941369,62.65122817941369,-0.16053649984920298,5.221035669165444e-4,-2.6728213278068985e-4
8,-0.37124469725312503,0.16084316558420414,0.020992680914392322,31,22,56.16947844574854,56.16947844574854,-0.24419647991179183,7.014605337806595e-4,0.0030724502592955893
9,-0.45061054558018576,0.17786007718167074,0.011292604446282165,27,28,58.42157150389187,58.42157150389187,-0.21866246249235452,0.03340058354810681,0.0076416518244017346
10,-0.23446454262612454,0.18863707714326644,0.21388999513171375,48,37,79.14166131139643,79.14166131139643,-0.04638936421222943,0.04641664163121874,0.005195164784753692
11,0.1499719518495263,0.18123839749149856,0.40796254410789456,57,70,107.87477001131185,107.87477001131185,-0.027689420607140792,0.038445200044406436,0.00623174675005711
12,0.2781062628145497,0.1587621123430084,0.07982251293425366,60,55,93.53704895336762,93.53704895336762,-0.11361740210126259,0.021855182269323013,6.631652902720315e-4
13,0.1375074980265977,0.19712464221828893,0.48544849255183997,51,37,86.99243979437726,86.99243979437726,-0.11558975932137777,0.02644137506328785,0.0011189030127002836
14,-0.025599804960300815,0.14093259362257382,0.8558607522660842,33,18,52.285300742670046,52.285300742670046,-0.08396869507251904,0.035003806892294674,0.007282093607845006
15,0.16974193920867453,0.13754654141276615,0.2171771494593629,29,49,91.23735761160341,91.23735761160341,-0.052749843958816364,0.01392034352966107,0.004802241831413795
16,0.5509390093765034,0.2732512751420032,0.043775322246342646,19,18,38.47775932432312,38.47775932432312,-0.023797223881430525,0.12345142100785435,0.0010958836589869453
17,-0.36848047864886513,0.16932862131827325,0.02954581234715626,49,59,138.74788686265177,138.74788686265177,-0.02376152298295936,-0.014171195316657809,-0.0014536156229671947
18,-0.19895266189177646,0.29984571448513225,0.5069996385701124,48,26,86.11632985605699,86.11632985605699,-0.06549355515734027,-0.012744626193267182,-0.0020057906283606226
19,-0.4183641309717056,0.2860325983093136,0.1435645610560379,48,45,85.03200074360747,85.03200074360747,-0.06172663262896294,-0.006806718925849081,-0.0014533659376185825
20,0.12397573005443818,0.18225930680430222,0.49636758673827813,74,103,167.83188198818047,167.83188198818047,0.05676844570807345,-0.03242292868333478,-0.004326494660477203
